2007-12-04 23:01:15 Notice: Notice (8): Undefined variable: form in [CORE/app/views/users/login.ctp, line 24]
2007-12-09 00:48:17 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 11]
2007-12-09 00:48:17 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 16]
2007-12-09 00:48:17 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 18]
2007-12-09 00:48:17 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 21]
2007-12-09 00:48:17 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 22]
2007-12-09 00:48:17 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 00:48:17 Notice: Notice (8): Undefined index:  User in [CORE/app/views/elements/story.ctp, line 25]
2007-12-09 00:48:17 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 00:48:17 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 27]
2007-12-09 00:49:14 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:49:14 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 9]
2007-12-09 00:49:14 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 11]
2007-12-09 00:49:14 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 16]
2007-12-09 00:49:14 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 18]
2007-12-09 00:49:14 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 21]
2007-12-09 00:49:14 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 22]
2007-12-09 00:49:14 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 00:49:14 Notice: Notice (8): Undefined index:  User in [CORE/app/views/elements/story.ctp, line 25]
2007-12-09 00:49:14 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 00:49:14 Notice: Notice (8): Undefined index:  Story in [CORE/app/views/elements/story.ctp, line 27]
2007-12-09 00:49:54 Notice: Notice (8): Undefined index:  data in [CORE/app/views/stories/index.ctp, line 15]
2007-12-09 00:49:54 Notice: Notice (8): Undefined index:  data in [CORE/app/views/stories/index.ctp, line 17]
2007-12-09 00:50:17 Notice: Notice (8): Undefined index:  data in [CORE/app/views/stories/index.ctp, line 15]
2007-12-09 00:50:42 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:51:16 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 00:51:16 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 7]
2007-12-09 00:51:16 Notice: Notice (8): Undefined variable: idList in [CORE/app/views/stories/view.ctp, line 40]
2007-12-09 00:52:01 Notice: Notice (8): Undefined index:  username in [CORE/cake/libs/controller/components/auth.php, line 289]
2007-12-09 00:55:06 Notice: Notice (8): Undefined variable: cookie in [CORE/app/controllers/users_controller.php, line 92]
2007-12-09 00:55:06 Notice: Notice (8): Undefined variable: cookie in [CORE/app/controllers/users_controller.php, line 94]
2007-12-09 00:57:05 Notice: Notice (8): Undefined variable: cookie in [CORE/app/controllers/users_controller.php, line 81]
2007-12-09 00:57:05 Notice: Notice (8): Undefined variable: cookie in [CORE/app/controllers/users_controller.php, line 82]
2007-12-09 00:57:07 Notice: Notice (8): Undefined variable: cookie in [CORE/app/controllers/users_controller.php, line 81]
2007-12-09 00:57:07 Notice: Notice (8): Undefined variable: cookie in [CORE/app/controllers/users_controller.php, line 82]
2007-12-09 00:57:08 Notice: Notice (8): Undefined variable: cookie in [CORE/app/controllers/users_controller.php, line 81]
2007-12-09 00:57:08 Notice: Notice (8): Undefined variable: cookie in [CORE/app/controllers/users_controller.php, line 82]
2007-12-09 00:59:32 Notice: Notice (8): Undefined variable: nick in [CORE/app/views/stories/index.ctp, line 6]
2007-12-09 00:59:32 Notice: Notice (8): Undefined index:  data in [CORE/app/views/stories/index.ctp, line 12]
2007-12-09 01:00:13 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 01:00:25 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 09:17:02 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 09:42:27 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 09:42:31 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 09:42:31 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/comment.ctp, line 7]
2007-12-09 09:42:31 Notice: Notice (8): Undefined variable: idList in [CORE/app/views/stories/view.ctp, line 40]
2007-12-09 10:23:42 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:25:06 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:27:50 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:28:38 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:30:04 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:32:00 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:32:12 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:33:36 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:33:52 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:33:53 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:33:53 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:33:54 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:33:54 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:44:31 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:44:44 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:00 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:38 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:40 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:40 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:41 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:41 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:41 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:41 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:42 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:42 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:42 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:43 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:43 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:44 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 10:47:44 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 12:05:36 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 12:11:42 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 12:11:51 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:29:45 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:29:45 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:29:45 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:29:53 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:29:53 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:29:53 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:29:53 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:29:53 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:29:53 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:29:57 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:29:57 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:29:57 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:29:57 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:29:57 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:29:57 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:51:31 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 45]
2007-12-09 20:51:32 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:51:32 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:51:32 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:51:45 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 45]
2007-12-09 20:51:45 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:51:45 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:51:45 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:51:46 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 45]
2007-12-09 20:51:46 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:51:46 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:51:46 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:52:35 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 45]
2007-12-09 20:52:35 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:52:35 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:52:35 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:55:02 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 47]
2007-12-09 20:55:02 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:55:02 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:55:02 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:55:35 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 47]
2007-12-09 20:55:35 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:55:35 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:55:35 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:56:12 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 49]
2007-12-09 20:56:12 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:56:12 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:56:12 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:56:32 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 47]
2007-12-09 20:56:32 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:56:32 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:56:32 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:56:55 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 47]
2007-12-09 20:56:55 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:56:55 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:56:55 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 20:58:42 Notice: Notice (8): Undefined index:  type in [CORE/app/controllers/stories_controller.php, line 37]
2007-12-09 20:58:42 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 47]
2007-12-09 20:58:42 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 20:58:42 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 20:58:42 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 21:03:59 Notice: Notice (8): Undefined index:  type in [CORE/app/controllers/stories_controller.php, line 37]
2007-12-09 21:03:59 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 47]
2007-12-09 21:03:59 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 21:03:59 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 21:03:59 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 21:13:08 Notice: Notice (8): Undefined index:  type in [CORE/app/controllers/stories_controller.php, line 35]
2007-12-09 21:13:09 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 45]
2007-12-09 21:13:09 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 21:13:09 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 21:13:09 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 21:39:12 Notice: Notice (8): Undefined property:  StoriesController::$Stories in [CORE/app/controllers/stories_controller.php, line 23]
2007-12-09 21:39:40 Notice: Notice (8): Undefined index:  type in [CORE/app/controllers/stories_controller.php, line 37]
2007-12-09 21:39:41 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 47]
2007-12-09 21:39:41 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 21:39:41 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 21:39:41 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 21:40:15 Notice: Notice (8): Undefined index:  Item in [CORE/app/controllers/stories_controller.php, line 47]
2007-12-09 21:40:15 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 21:40:15 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 21:40:15 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 21:46:33 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 50]
2007-12-09 21:46:33 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 21:46:33 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 21:46:33 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 21:47:25 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 50]
2007-12-09 21:47:25 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 21:47:25 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 21:47:25 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 21:47:35 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 50]
2007-12-09 21:47:35 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 21:47:35 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 21:47:35 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:14:02 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 51]
2007-12-09 23:14:02 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:14:02 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:14:02 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:16:02 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 51]
2007-12-09 23:16:02 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:16:02 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:16:02 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:17:57 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 51]
2007-12-09 23:17:57 Notice: Notice (8): Undefined variable: paginator in [CORE/app/views/stories/index.ctp, line 24]
2007-12-09 23:18:31 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 51]
2007-12-09 23:18:31 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:18:31 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:18:31 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:23:54 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 51]
2007-12-09 23:23:54 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:23:54 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:23:54 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:25:39 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 52]
2007-12-09 23:25:39 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:25:39 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:25:39 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:26:32 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 52]
2007-12-09 23:26:32 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:26:32 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:26:32 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:26:52 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 53]
2007-12-09 23:26:52 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:26:52 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:26:52 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:27:29 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 53]
2007-12-09 23:27:44 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 53]
2007-12-09 23:28:02 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 53]
2007-12-09 23:28:02 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:28:02 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:28:02 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:28:39 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 53]
2007-12-09 23:28:39 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:28:39 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:28:39 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:29:43 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 55]
2007-12-09 23:29:43 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:29:43 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:29:43 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:29:52 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 55]
2007-12-09 23:29:52 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:29:52 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:29:52 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:30:06 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 55]
2007-12-09 23:30:12 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 55]
2007-12-09 23:36:30 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 32]
2007-12-09 23:36:31 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:36:31 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:36:31 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:36:31 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 32]
2007-12-09 23:36:31 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:36:31 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:36:31 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:36:38 Notice: Notice (8): Undefined variable: paginationParameters in [CORE/app/controllers/stories_controller.php, line 32]
2007-12-09 23:36:38 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:36:38 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:36:38 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:39:13 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:39:13 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:39:13 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:39:26 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:39:26 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:39:26 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:39:27 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:39:27 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:39:27 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:40:10 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:40:10 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:40:10 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:40:10 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:40:10 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:40:10 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:40:22 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:40:22 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
2007-12-09 23:40:22 Notice: Notice (8): Undefined index:  time in [CORE/app/views/elements/story.ctp, line 26]
2007-12-09 23:40:30 Notice: Notice (8): Undefined index:  votes in [CORE/app/views/elements/story.ctp, line 5]
2007-12-09 23:40:30 Notice: Notice (8): Undefined index:  category in [CORE/app/views/elements/story.ctp, line 23]
